,avgType,fast,slow,sig,delay,window,stdev,numSell,exposure,drawdown,winLoss,value,zzz
22,simple,9,24,3,1,15,1.6,89,0.5208899876390606,-0.39502263480894834,2.56,19735.72999999998,simple-9-24-3-1-15-1.6
23,simple,9,24,3,1,15,1.8,92,0.5372064276885044,-0.4348337439103406,2.4074074074074074,17448.899999999998,simple-9-24-3-1-15-1.8
24,simple,9,24,3,1,15,2.0,87,0.5483312731767614,-0.4671415263614217,2.625,16588.330000000005,simple-9-24-3-1-15-2.0
25,simple,9,24,3,2,3,1.0,93,0.46279357231149565,-0.3688025738371343,2.0,13342.729999999996,simple-9-24-3-2-3-1.0
26,simple,9,24,3,2,3,1.2,93,0.49295426452410385,-0.37709242977916596,2.0,14877.100000000004,simple-9-24-3-2-3-1.2
27,simple,9,24,3,2,3,1.4,88,0.5070457354758962,-0.39568682009053907,2.52,15238.659999999996,simple-9-24-3-2-3-1.4
28,simple,9,24,3,2,3,1.6,91,0.5176761433868974,-0.3605454936138136,2.3703703703703702,15660.20000000001,simple-9-24-3-2-3-1.6
29,simple,9,24,3,2,3,1.8,91,0.5280593325092707,-0.39226610386157634,2.5,15067.979999999994,simple-9-24-3-2-3-1.8
30,simple,9,24,3,2,3,2.0,92,0.534734239802225,-0.3088660011581451,2.5384615384615383,18517.90000000002,simple-9-24-3-2-3-2.0
31,simple,9,24,3,2,6,1.0,82,0.45933250927070457,-0.36303738266971497,2.5652173913043477,15344.769999999995,simple-9-24-3-2-6-1.0
32,simple,9,24,3,2,6,1.2,86,0.4894932014833127,-0.37385960950844427,2.44,16640.019999999993,simple-9-24-3-2-6-1.2
33,simple,9,24,3,2,6,1.4,85,0.5045735475896168,-0.36089785378964756,2.4,16654.02,simple-9-24-3-2-6-1.4
34,simple,9,24,3,2,6,1.6,84,0.515203955500618,-0.300989339966567,2.8181818181818183,18619.310000000005,simple-9-24-3-2-6-1.6
35,simple,9,24,3,2,6,1.8,83,0.5223733003708282,-0.3139774999362655,2.9523809523809526,18383.04000000001,simple-9-24-3-2-6-1.8
